id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
bioportal-cno,https://lod-cloud.net/dataset/bioportal-cno,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-epileponto,https://lod-cloud.net/dataset/bioportal-epileponto,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-imgt,https://lod-cloud.net/dataset/bioportal-imgt,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-lhn,https://lod-cloud.net/dataset/bioportal-lhn,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mhc,https://lod-cloud.net/dataset/bioportal-mhc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mod,https://lod-cloud.net/dataset/bioportal-mod,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-neomarkontology,https://lod-cloud.net/dataset/bioportal-neomarkontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-peo,https://lod-cloud.net/dataset/bioportal-peo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pmr,https://lod-cloud.net/dataset/bioportal-pmr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-sbro,https://lod-cloud.net/dataset/bioportal-sbro,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tok,https://lod-cloud.net/dataset/bioportal-tok,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
chemdb-basicInfo,https://lod-cloud.net/dataset/chemdb-basicInfo,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-omim,https://lod-cloud.net/dataset/bio2rdf-omim,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-mgi,https://lod-cloud.net/dataset/bio2rdf-mgi,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-orphanet,https://lod-cloud.net/dataset/bio2rdf-orphanet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-sider,https://lod-cloud.net/dataset/fu-berlin-sider,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
fu-berlin-stitch,https://lod-cloud.net/dataset/fu-berlin-stitch,2,1,2,2,2,0,2,2,0,0,2,2,7,2,4,4,17
bioportal-ddanat,https://lod-cloud.net/dataset/bioportal-ddanat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-oboe,https://lod-cloud.net/dataset/bioportal-oboe,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
linked-tcga,https://lod-cloud.net/dataset/linked-tcga,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-affymetrix,https://lod-cloud.net/dataset/bio2rdf-affymetrix,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-hgnc,https://lod-cloud.net/dataset/bio2rdf-hgnc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-homologene,https://lod-cloud.net/dataset/bio2rdf-homologene,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-wbls,https://lod-cloud.net/dataset/bioportal-wbls,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-irefindex,https://lod-cloud.net/dataset/bio2rdf-irefindex,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-sgd,https://lod-cloud.net/dataset/bio2rdf-sgd,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
organic-edunet,https://lod-cloud.net/dataset/organic-edunet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-repo,https://lod-cloud.net/dataset/bioportal-repo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
sparql-endpoint-status,https://lod-cloud.net/dataset/sparql-endpoint-status,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-iproclass,https://lod-cloud.net/dataset/bio2rdf-iproclass,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-hcpcs,https://lod-cloud.net/dataset/bioportal-hcpcs,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-biomodels,https://lod-cloud.net/dataset/bio2rdf-biomodels,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-interpro,https://lod-cloud.net/dataset/bio2rdf-interpro,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-goa,https://lod-cloud.net/dataset/bio2rdf-goa,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-fbdv,https://lod-cloud.net/dataset/bioportal-fbdv,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-omim-resources,https://lod-cloud.net/dataset/bio2rdf-omim-resources,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-pharmgkb,https://lod-cloud.net/dataset/bio2rdf-pharmgkb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-drugbank,https://lod-cloud.net/dataset/bio2rdf-drugbank,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-alaska,https://lod-cloud.net/dataset/eagle-i-alaska,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-hunter-cuny,https://lod-cloud.net/dataset/eagle-i-hunter-cuny,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
cz-eh-1-atc,https://lod-cloud.net/dataset/cz-eh-1-atc,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-mddb,https://lod-cloud.net/dataset/bioportal-mddb,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-co_wheat,https://lod-cloud.net/dataset/bioportal-co_wheat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
cz-sidc-drug-ingredients,https://lod-cloud.net/dataset/cz-sidc-drug-ingredients,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
cz-sidc-drugs,https://lod-cloud.net/dataset/cz-sidc-drugs,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-carelex,https://lod-cloud.net/dataset/bioportal-carelex,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-teddy,https://lod-cloud.net/dataset/bioportal-teddy,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-meharry,https://lod-cloud.net/dataset/eagle-i-meharry,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
plant-specimen,https://lod-cloud.net/dataset/plant-specimen,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
kupkb,https://lod-cloud.net/dataset/kupkb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-howard,https://lod-cloud.net/dataset/eagle-i-howard,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
chem2bio2rdf,https://lod-cloud.net/dataset/chem2bio2rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-taxon,https://lod-cloud.net/dataset/bio2rdf-taxon,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
CoLChina_sp2000,https://lod-cloud.net/dataset/CoLChina_sp2000,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-hugo,https://lod-cloud.net/dataset/bioportal-hugo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-hawaii,https://lod-cloud.net/dataset/eagle-i-hawaii,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
farmbio-chembl,https://lod-cloud.net/dataset/farmbio-chembl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-uccaribe,https://lod-cloud.net/dataset/eagle-i-uccaribe,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
arrayexpress_e-mtab-104,https://lod-cloud.net/dataset/arrayexpress_e-mtab-104,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-xula,https://lod-cloud.net/dataset/eagle-i-xula,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
reactome-rdf,https://lod-cloud.net/dataset/reactome-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-montana,https://lod-cloud.net/dataset/eagle-i-montana,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
allie-abbreviation-and-long-form-database-in-life-science,https://lod-cloud.net/dataset/allie-abbreviation-and-long-form-database-in-life-science,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lodac-bdls,https://lod-cloud.net/dataset/lodac-bdls,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
sandre,https://lod-cloud.net/dataset/sandre,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
foodpedia,https://lod-cloud.net/dataset/foodpedia,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-msm,https://lod-cloud.net/dataset/eagle-i-msm,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
Naturopathy,https://lod-cloud.net/dataset/Naturopathy,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-bioportal,https://lod-cloud.net/dataset/bio2rdf-bioportal,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-chembl,https://lod-cloud.net/dataset/bio2rdf-chembl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-sider,https://lod-cloud.net/dataset/bio2rdf-sider,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chemdb-phaseTransition,https://lod-cloud.net/dataset/chemdb-phaseTransition,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-ohsu,https://lod-cloud.net/dataset/eagle-i-ohsu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
entice-graph,https://lod-cloud.net/dataset/entice-graph,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-upr,https://lod-cloud.net/dataset/eagle-i-upr,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-tuskegee,https://lod-cloud.net/dataset/eagle-i-tuskegee,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
PGxLOD,https://lod-cloud.net/dataset/PGxLOD,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ogolod,https://lod-cloud.net/dataset/ogolod,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-famu,https://lod-cloud.net/dataset/eagle-i-famu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
taxonconcept-occurences,https://lod-cloud.net/dataset/taxonconcept-occurences,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
micro-coronavirus,https://lod-cloud.net/dataset/micro-coronavirus,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
disgenet,https://lod-cloud.net/dataset/disgenet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
linked-life-data,https://lod-cloud.net/dataset/linked-life-data,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
PubChem_RDF,https://lod-cloud.net/dataset/PubChem_RDF,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,https://lod-cloud.net/dataset/http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
issa-agritrop,https://lod-cloud.net/dataset/issa-agritrop,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
nextprot,https://lod-cloud.net/dataset/nextprot,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chemdb-estimatedProperties,https://lod-cloud.net/dataset/chemdb-estimatedProperties,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC-AS-TFD-Fish-Species,https://lod-cloud.net/dataset/ASCDC-AS-TFD-Fish-Species,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-genage,https://lod-cloud.net/dataset/bio2rdf-genage,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
nvs,https://lod-cloud.net/dataset/nvs,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-tsu,https://lod-cloud.net/dataset/eagle-i-tsu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
news-100-nif-ner-corpus,https://lod-cloud.net/dataset/news-100-nif-ner-corpus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dbpedia,https://lod-cloud.net/dataset/dbpedia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dbpedia-es,https://lod-cloud.net/dataset/dbpedia-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dbpedia-nl,https://lod-cloud.net/dataset/dbpedia-nl,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
dbpedia-abstract-corpus,https://lod-cloud.net/dataset/dbpedia-abstract-corpus,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-croatian,https://lod-cloud.net/dataset/universal-dependencies-treebank-croatian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
olia,https://lod-cloud.net/dataset/olia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
w3c-wordnet,https://lod-cloud.net/dataset/w3c-wordnet,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
sli_galnet_rdf,https://lod-cloud.net/dataset/sli_galnet_rdf,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
lemonuby,https://lod-cloud.net/dataset/lemonuby,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
wordnet-rdf,https://lod-cloud.net/dataset/wordnet-rdf,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-iwn,https://lod-cloud.net/dataset/omwn-iwn,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gemeenschappelijke-thesaurus-audiovisuele-archieven,https://lod-cloud.net/dataset/gemeenschappelijke-thesaurus-audiovisuele-archieven,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-japanese,https://lod-cloud.net/dataset/universal-dependencies-treebank-japanese,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-wals,https://lod-cloud.net/dataset/clld-wals,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
lexvo,https://lod-cloud.net/dataset/lexvo,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-jpn,https://lod-cloud.net/dataset/omwn-jpn,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-czech,https://lod-cloud.net/dataset/universal-dependencies-treebank-czech,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-bulgarian,https://lod-cloud.net/dataset/universal-dependencies-treebank-bulgarian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-afbo,https://lod-cloud.net/dataset/clld-afbo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
clld-glottolog,https://lod-cloud.net/dataset/clld-glottolog,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
gold,https://lod-cloud.net/dataset/gold,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
xwn,https://lod-cloud.net/dataset/xwn,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-spanish-ancora,https://lod-cloud.net/dataset/universal-dependencies-treebank-spanish-ancora,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-portuguese,https://lod-cloud.net/dataset/universal-dependencies-treebank-portuguese,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
iwn,https://lod-cloud.net/dataset/iwn,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
simple,https://lod-cloud.net/dataset/simple,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ietflang,https://lod-cloud.net/dataset/ietflang,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ids,https://lod-cloud.net/dataset/ids,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
EtymologicalDictionaryofLatin,https://lod-cloud.net/dataset/EtymologicalDictionaryofLatin,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
LemmaBank,https://lod-cloud.net/dataset/LemmaBank,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-irish,https://lod-cloud.net/dataset/universal-dependencies-treebank-irish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
LatinWordnetLiLa,https://lod-cloud.net/dataset/LatinWordnetLiLa,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-czech-cltt,https://lod-cloud.net/dataset/universal-dependencies-treebank-czech-cltt,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-hebrew,https://lod-cloud.net/dataset/universal-dependencies-treebank-hebrew,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-fra,https://lod-cloud.net/dataset/omwn-fra,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-en-gl,https://lod-cloud.net/dataset/apertium-rdf-en-gl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
babelnet,https://lod-cloud.net/dataset/babelnet,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
lexinfo,https://lod-cloud.net/dataset/lexinfo,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
geological-survey-of-austria-thesaurus,https://lod-cloud.net/dataset/geological-survey-of-austria-thesaurus,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-ancient-greek,https://lod-cloud.net/dataset/universal-dependencies-treebank-ancient-greek,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-catalan,https://lod-cloud.net/dataset/universal-dependencies-treebank-catalan,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
wiktionary-dbpedia-org,https://lod-cloud.net/dataset/wiktionary-dbpedia-org,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ontos-news-portal,https://lod-cloud.net/dataset/ontos-news-portal,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
zhishi-me,https://lod-cloud.net/dataset/zhishi-me,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-bul,https://lod-cloud.net/dataset/omwn-bul,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
olac,https://lod-cloud.net/dataset/olac,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
VelezIndexTotiusArtis,https://lod-cloud.net/dataset/VelezIndexTotiusArtis,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
LASLA,https://lod-cloud.net/dataset/LASLA,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
AugustiniConfessiones,https://lod-cloud.net/dataset/AugustiniConfessiones,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
CompHistSem,https://lod-cloud.net/dataset/CompHistSem,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
CorpusFibonacci,https://lod-cloud.net/dataset/CorpusFibonacci,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
DanteLatinLoanwords,https://lod-cloud.net/dataset/DanteLatinLoanwords,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
IGVLL,https://lod-cloud.net/dataset/IGVLL,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
IndexThomisticusTreebank,https://lod-cloud.net/dataset/IndexThomisticusTreebank,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
LatinAffectus,https://lod-cloud.net/dataset/LatinAffectus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-finnish,https://lod-cloud.net/dataset/universal-dependencies-treebank-finnish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eurosentiment,https://lod-cloud.net/dataset/eurosentiment,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bll-thesaurus,https://lod-cloud.net/dataset/bll-thesaurus,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-heb,https://lod-cloud.net/dataset/omwn-heb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
premon,https://lod-cloud.net/dataset/premon,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lime,https://lod-cloud.net/dataset/lime,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
isocat,https://lod-cloud.net/dataset/isocat,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
vu-wordnet,https://lod-cloud.net/dataset/vu-wordnet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-cwn,https://lod-cloud.net/dataset/omwn-cwn,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ssf,https://lod-cloud.net/dataset/ssf,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
stw-thesaurus-for-economics,https://lod-cloud.net/dataset/stw-thesaurus-for-economics,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
gesis-thesoz,https://lod-cloud.net/dataset/gesis-thesoz,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-euraxess,https://lod-cloud.net/dataset/fu-berlin-euraxess,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
swefn-rdf,https://lod-cloud.net/dataset/swefn-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
open-data-thesaurus,https://lod-cloud.net/dataset/open-data-thesaurus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
masc,https://lod-cloud.net/dataset/masc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-als,https://lod-cloud.net/dataset/omwn-als,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-en-ca,https://lod-cloud.net/dataset/apertium-rdf-en-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
panlex,https://lod-cloud.net/dataset/panlex,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
UDante,https://lod-cloud.net/dataset/UDante,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-swedish-lines,https://lod-cloud.net/dataset/universal-dependencies-treebank-swedish-lines,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-eu-en,https://lod-cloud.net/dataset/apertium-rdf-eu-en,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
environmental-applications-reference-thesaurus,https://lod-cloud.net/dataset/environmental-applications-reference-thesaurus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gemet,https://lod-cloud.net/dataset/gemet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
thist,https://lod-cloud.net/dataset/thist,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
umthes,https://lod-cloud.net/dataset/umthes,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
multext-east,https://lod-cloud.net/dataset/multext-east,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-eu-es,https://lod-cloud.net/dataset/apertium-rdf-eu-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-wold,https://lod-cloud.net/dataset/clld-wold,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
universal-dependencies-treebank-galician,https://lod-cloud.net/dataset/universal-dependencies-treebank-galician,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-turkish,https://lod-cloud.net/dataset/universal-dependencies-treebank-turkish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-apics,https://lod-cloud.net/dataset/clld-apics,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
clld-sails,https://lod-cloud.net/dataset/clld-sails,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
wn-wiki-instances,https://lod-cloud.net/dataset/wn-wiki-instances,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
gwa-ili,https://lod-cloud.net/dataset/gwa-ili,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-hindi,https://lod-cloud.net/dataset/universal-dependencies-treebank-hindi,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clean-energy-data-reegle,https://lod-cloud.net/dataset/clean-energy-data-reegle,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
phoible,https://lod-cloud.net/dataset/phoible,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
iate-rdf,https://lod-cloud.net/dataset/iate-rdf,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-swedish,https://lod-cloud.net/dataset/universal-dependencies-treebank-swedish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-spanish,https://lod-cloud.net/dataset/universal-dependencies-treebank-spanish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-swedish-sign-language,https://lod-cloud.net/dataset/universal-dependencies-treebank-swedish-sign-language,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
pleiades,https://lod-cloud.net/dataset/pleiades,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-pol,https://lod-cloud.net/dataset/omwn-pol,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-eo-en,https://lod-cloud.net/dataset/apertium-rdf-eo-en,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-eo-fr,https://lod-cloud.net/dataset/apertium-rdf-eo-fr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
zhishi-lemon,https://lod-cloud.net/dataset/zhishi-lemon,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
wikilinks-rdf-nif,https://lod-cloud.net/dataset/wikilinks-rdf-nif,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
fiesta,https://lod-cloud.net/dataset/fiesta,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-polish,https://lod-cloud.net/dataset/universal-dependencies-treebank-polish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-czech-cac,https://lod-cloud.net/dataset/universal-dependencies-treebank-czech-cac,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-nor,https://lod-cloud.net/dataset/omwn-nor,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-gothic,https://lod-cloud.net/dataset/universal-dependencies-treebank-gothic,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
